rho6.5   80Fe   N=  80  V[A^3]= 1141.3266 rho[g/cc]=  6.5000 T[K]=   5000  P[GPa]=     1.929  0.238 E[Ha]= -17.67440500  0.01091500  t=  3.69  2.21  
rho6.6   80Fe   N=  80  V[A^3]= 1124.0338 rho[g/cc]=  6.6000 T[K]=   5000  P[GPa]=     2.633  0.290 E[Ha]= -17.76051800  0.01155800  t=  3.99  2.39  
rho6.65  80Fe   N=  80  V[A^3]= 1115.5824 rho[g/cc]=  6.6500 T[K]=   5000  P[GPa]=     3.384  0.138 E[Ha]= -17.81308700  0.00577600  t=  5.83  3.50  
rho6.7   80Fe   N=  80  V[A^3]= 1107.2571 rho[g/cc]=  6.7000 T[K]=   5000  P[GPa]=     4.068  0.119 E[Ha]= -17.85825100  0.00538200  t=  5.91  3.55  
rho6.75  80Fe   N=  80  V[A^3]= 1099.0552 rho[g/cc]=  6.7500 T[K]=   5000  P[GPa]=     4.760  0.159 E[Ha]= -17.91105600  0.00775100  t=  5.78  3.47  
rho6.8   80Fe   N=  80  V[A^3]= 1090.9739 rho[g/cc]=  6.8000 T[K]=   5000  P[GPa]=     5.307  0.200 E[Ha]= -17.94585000  0.00891700  t=  5.70  3.42  
rho6.85  80Fe   N=  80  V[A^3]= 1083.0106 rho[g/cc]=  6.8500 T[K]=   5000  P[GPa]=     5.934  0.211 E[Ha]= -17.99732900  0.00846900  t=  7.35  4.41  
rho6.9   80Fe   N=  80  V[A^3]= 1075.1627 rho[g/cc]=  6.9000 T[K]=   5000  P[GPa]=     6.703  0.225 E[Ha]= -18.03447100  0.01137000  t=  7.59  4.55  
rho7.0   80Fe   N=  80  V[A^3]= 1059.8033 rho[g/cc]=  7.0000 T[K]=   5000  P[GPa]=     8.077  0.115 E[Ha]= -18.11965000  0.00634800  t=  8.56  5.13  
rho7.1   80Fe   N=  80  V[A^3]= 1044.8765 rho[g/cc]=  7.1000 T[K]=   5000  P[GPa]=     9.904  0.244 E[Ha]= -18.18547800  0.00878600  t=  7.38  4.43  
rho7.3   80Fe   N=  80  V[A^3]= 1016.2497 rho[g/cc]=  7.3000 T[K]=   5000  P[GPa]=    12.945  0.149 E[Ha]= -18.33585700  0.00922900  t=  7.22  4.33  
rho7.4   80Fe   N=  80  V[A^3]= 1002.5166 rho[g/cc]=  7.4000 T[K]=   5000  P[GPa]=    14.656  0.142 E[Ha]= -18.40601900  0.00823400  t=  5.51  3.31  
rho7.5   80Fe   N=  80  V[A^3]=  989.1497 rho[g/cc]=  7.5000 T[K]=   5000  P[GPa]=    16.777  0.228 E[Ha]= -18.44962900  0.00934000  t=  9.40  5.64  
rho7.6   80Fe   N=  80  V[A^3]=  976.1346 rho[g/cc]=  7.6000 T[K]=   5000  P[GPa]=    18.695  0.326 E[Ha]= -18.50825800  0.01564100  t=  8.25  4.95  
