rho6.6   80Fe+Pb N=  81  V[A^3]= 1176.1646 rho[g/cc]=  6.6000 T[K]=   5000  P[GPa]=     2.254  0.222 E[Ha]= -17.63752100  0.00874100  t=  3.62  2.17  
rho6.7   80Fe+Pb N=  81  V[A^3]= 1158.6099 rho[g/cc]=  6.7000 T[K]=   5000  P[GPa]=     2.733  0.172 E[Ha]= -17.75938900  0.00617000  t=  5.01  3.01  
rho6.8   80Fe+Pb N=  81  V[A^3]= 1141.5715 rho[g/cc]=  6.8000 T[K]=   5000  P[GPa]=     4.110  0.261 E[Ha]= -17.84310200  0.01299200  t=  7.72  4.63  
rho6.9   80Fe+Pb N=  81  V[A^3]= 1125.0270 rho[g/cc]=  6.9000 T[K]=   5000  P[GPa]=     5.321  0.168 E[Ha]= -17.92828900  0.01030600  t=  7.66  4.60  
rho7.1   80Fe+Pb N=  81  V[A^3]= 1093.3361 rho[g/cc]=  7.1000 T[K]=   5000  P[GPa]=     8.275  0.267 E[Ha]= -18.07345800  0.00771300  t=  4.95  2.97  
rho7.2   80Fe+Pb N=  81  V[A^3]= 1078.1509 rho[g/cc]=  7.2000 T[K]=   5000  P[GPa]=     9.374  0.295 E[Ha]= -18.17065600  0.01307800  t=  5.37  3.22  
rho7.3   80Fe+Pb N=  81  V[A^3]= 1063.3817 rho[g/cc]=  7.3000 T[K]=   5000  P[GPa]=    11.139  0.185 E[Ha]= -18.23473600  0.00701900  t=  5.21  3.13  
rho7.5   80Fe+Pb N=  81  V[A^3]= 1035.0249 rho[g/cc]=  7.5000 T[K]=   5000  P[GPa]=    13.858  0.276 E[Ha]= -18.38989900  0.01630800  t=  6.50  3.90  
rho7.6   80Fe+Pb N=  81  V[A^3]= 1021.4061 rho[g/cc]=  7.6000 T[K]=   5000  P[GPa]=    15.931  0.280 E[Ha]= -18.43799600  0.01446300  t=  4.74  2.84  
rho7.8   80Fe+Pb N=  81  V[A^3]=  995.2162 rho[g/cc]=  7.8000 T[K]=   5000  P[GPa]=    19.845  0.222 E[Ha]= -18.52900800  0.01013500  t=  5.35  3.21  
rho8.0   80Fe+Pb N=  81  V[A^3]=  970.3358 rho[g/cc]=  8.0000 T[K]=   5000  P[GPa]=    23.888  0.218 E[Ha]= -18.61810000  0.01161300  t=  5.78  3.47  
rho8.1   80Fe+Pb N=  81  V[A^3]=  958.3564 rho[g/cc]=  8.1000 T[K]=   5000  P[GPa]=    26.035  0.217 E[Ha]= -18.67047300  0.01004700  t=  6.27  3.76  
rho8.2   80Fe+Pb N=  81  V[A^3]=  946.6691 rho[g/cc]=  8.2000 T[K]=   5000  P[GPa]=    29.214  0.223 E[Ha]= -18.64695700  0.01144900  t=  5.23  3.14  
rho8.3   80Fe+Pb N=  81  V[A^3]=  935.2634 rho[g/cc]=  8.3000 T[K]=   5000  P[GPa]=    31.423  0.270 E[Ha]= -18.68460900  0.01426200  t=  6.26  3.76  
rho8.4   80Fe+Pb N=  81  V[A^3]=  924.1293 rho[g/cc]=  8.4000 T[K]=   5000  P[GPa]=    33.831  0.252 E[Ha]= -18.71064400  0.01442400  t=  6.35  3.81  
rho8.5   80Fe+Pb N=  81  V[A^3]=  913.2572 rho[g/cc]=  8.5000 T[K]=   5000  P[GPa]=    36.626  0.278 E[Ha]= -18.72424200  0.01534700  t=  5.84  3.51  
rho8.6   80Fe+Pb N=  81  V[A^3]=  902.6380 rho[g/cc]=  8.6000 T[K]=   5000  P[GPa]=    39.379  0.222 E[Ha]= -18.72733300  0.01052100  t=  7.05  4.23  
rho8.8   80Fe+Pb N=  81  V[A^3]=  882.1235 rho[g/cc]=  8.8000 T[K]=   5000  P[GPa]=    45.247  0.313 E[Ha]= -18.72493300  0.01776100  t=  6.51  3.91  
rho8.9   80Fe+Pb N=  81  V[A^3]=  872.7792 rho[g/cc]=  8.8942 T[K]=   5000  P[GPa]=    47.954  0.142 E[Ha]= -18.72876200  0.00895600  t=  6.13  3.67  
rho9.0   80Fe+Pb N=  81  V[A^3]=  862.5207 rho[g/cc]=  9.0000 T[K]=   5000  P[GPa]=    51.918  0.281 E[Ha]= -18.67146500  0.01901900  t=  3.81  2.29  
rho9.3   80Fe+Pb N=  81  V[A^3]=  834.6975 rho[g/cc]=  9.3000 T[K]=   5000  P[GPa]=    62.414  0.258 E[Ha]= -18.59650300  0.01636200  t=  4.82  2.89  
