1 37.7852
2 14.615
3 2.4707
4 9.7158
5 -11.616
6 -12.519
7 14.3838
8 6.0664
9 -5.3747
10 -7.2234
11 -8.254
12 -21.7933
13 6.40474
14 5.36339
15 -7.9821
16 -1.4999
17 -4.3143
18 -3.11632
19 -3.41203
20 -4.08246
21 14.0174
22 6.94535
23 6.17741
24 5.13025
25 2.44844
26 4.79236
27 3.62876
28 3.11487
29 2.83193
30 9.52057
31 9.11914
32 5.54151
33 1.74632
34 2.15327
35 1.57221
36 0.46986
37 4.23743
38 4.003
39 3.52697
40 -1.14347
41 -0.80656
42 0.40951
43 0.27129
44 0.14809
45 0.8201
46 2.35207
47 0.99958
48 0.65466
49 -0.77769
50 1.74364
51 1.62565
52 1.47083
53 2.65462
54 2.41456
55 2.02556
56 1.79317
57 -0.1603
58 -0.38332
59 -0.62546
60 -0.8547
61 -1.04855
62 -1.20354
63 -1.33038
64 1.48387
65 1.3775
66 4.11831
67 3.795
68 3.68855
69 3.5655
70 3.40243
71 3.18412
72 2.91012
73 2.59537
74 -1.29132
75 -1.59786
