5.38025 0.681031 11.8059 0.640337 13.0721 0.436764 39.7373 0.549498 12.1523 0.642322 11.8944 0.470803 39.4778 0.696102 13.2658 0.515372 39.0919 0.423543 40.1689 
5.5362 0.570566 12.5102 0.511813 13.746 0.387197 41.2987 0.595455 12.9363 0.511546 12.5259 0.427797 41.2029 0.452259 13.8613 0.429069 40.7868 0.365771 41.6439 
5.69215 0.466438 13.1189 0.391019 14.2903 0.350395 42.7924 0.582686 13.7474 0.418372 13.0719 0.387851 42.8562 0.348146 14.3459 0.357324 42.279 0.342636 43.1045 
5.8481 0.360885 13.616 0.297366 14.7272 0.311121 44.1923 0.459957 14.4232 0.331258 13.5282 0.330338 44.3426 0.315553 14.8096 0.295032 43.5794 0.281402 44.3707 
6.00405 0.268193 14.0053 0.226651 15.0782 0.272621 45.4853 0.278514 14.8545 0.262174 13.9088 0.26916 45.6192 0.221054 15.1519 0.238102 44.6856 0.231521 45.4687 
6.16 0.185573 14.2889 0.165051 15.3473 0.214193 46.5546 0.231213 15.2314 0.20305 14.2191 0.202764 46.6315 0.160632 15.4138 0.186435 45.5974 0.210562 46.5199 
6.31595 0.125957 14.4913 0.118064 15.5496 0.155433 47.3704 0.169335 15.5216 0.149153 14.4587 0.145067 47.3928 0.0813599 15.5532 0.142558 46.3303 0.152379 47.3197 
6.4719 0.0893159 14.642 0.0817584 15.6967 0.104198 47.9446 0.086201 15.6767 0.110259 14.6447 0.0977483 47.9315 0.0603722 15.6618 0.102055 46.8812 0.107721 47.9133 
6.62785 0.0659675 14.7587 0.0550306 15.8006 0.0699296 48.3487 0.0668752 15.8029 0.0787552 14.7841 0.0628645 48.2948 0.038243 15.734 0.0723752 47.291 0.0644316 48.2857 
6.7838 0.0484694 14.8485 0.0357584 15.8713 0.0438029 48.6139 0.0393719 15.8808 0.0504699 14.8776 0.0429077 48.5546 0.0565732 15.8458 0.0493416 47.5836 0.0411895 48.535 
6.93975 0.0295865 14.9059 0.0251519 15.9233 0.0261425 48.7796 0.0270296 15.9367 0.0279184 14.9318 0.0287982 48.7371 0.0344262 15.9171 0.0314898 47.7791 0.035632 48.7608 
7.0957 0.0221627 14.9509 0.0174147 15.961 0.0172911 48.8941 0.013102 15.965 0.018203 14.9687 0.0188027 48.8616 0.0124032 15.9439 0.0179946 47.8958 0.0181396 48.881 
7.25165 0.0112622 14.9747 0.00929865 15.982 0.00919251 48.9577 0.00786125 15.9828 0.00744867 14.9845 0.0110085 48.9378 0.00769399 15.9613 0.00936887 47.9593 0.0105681 48.9541 
7.4076 0.0081108 14.9926 0.00528464 15.9944 0.00428864 48.9887 0.0041676 15.9926 0.00382565 14.9929 0.005939 48.9807 0.0120219 15.9896 0.00433989 47.99 0.00450127 48.9866 
7.56355 0.00282902 14.9991 0.0018354 15.9989 0.00136807 48.999 0.00299814 16 0.00260351 14.9989 0.00229999 48.998 0.00330564 15.9977 0.00121432 47.999 0.0012049 48.9957 
7.7195 0.000354244 15 0.000410517 16 0.00013254 49 0 16 0.000452645 15 0.00025755 49 0.00088561 16 0.000133544 48 0.000554259 49 
