Liq110 80Fe rho[g/cc]= 7.20000 V[A^3]= 1030.36428 P[GPa]= 50.22930 0.03060 T[K]=   4000 F_cmc-F0[Ha/cell]= 6.44902 F0_with_corr[Ha/cell]= -13.59174 F[Ha/cell]= -7.14272 0.10000 G[Ha/cell]= 4.72827 0.10000
Liq110 80Fe rho[g/cc]= 8.17501 V[A^3]= 907.47537 P[GPa]= 72.49530 0.03960 T[K]=   4000 F_cmc-F0[Ha/cell]= 8.02324 F0_with_corr[Ha/cell]= -13.46304 F[Ha/cell]= -5.43979 0.10000 G[Ha/cell]= 9.65001 0.10000
Liq110 80Fe rho[g/cc]= 8.61514 V[A^3]= 861.11422 P[GPa]= 84.52820 0.04550 T[K]=   4000 F_cmc-F0[Ha/cell]= 8.80163 F0_with_corr[Ha/cell]= -13.40989 F[Ha/cell]= -4.60826 0.10000 G[Ha/cell]= 12.08731 0.10000
Liq110 80Fe rho[g/cc]= 9.03438 V[A^3]= 821.15441 P[GPa]= 97.44930 0.04690 T[K]=   4000 F_cmc-F0[Ha/cell]= 9.58548 F0_with_corr[Ha/cell]= -13.36174 F[Ha/cell]= -3.77627 0.10000 G[Ha/cell]= 14.57823 0.10000
Liq110 80Fe rho[g/cc]= 9.29366 V[A^3]= 798.24584 P[GPa]= 106.04730 0.04980 T[K]=   4000 F_cmc-F0[Ha/cell]= 10.09398 F0_with_corr[Ha/cell]= -13.33307 F[Ha/cell]= -3.23909 0.10000 G[Ha/cell]= 16.17760 0.10000
Liq110 80Fe rho[g/cc]= 9.68728 V[A^3]= 765.81037 P[GPa]= 120.12620 0.05620 T[K]=   4000 F_cmc-F0[Ha/cell]= 10.89124 F0_with_corr[Ha/cell]= -13.29103 F[Ha/cell]= -2.39979 0.10000 G[Ha/cell]= 18.70096 0.10000
Liq110 80Fe rho[g/cc]= 10.21298 V[A^3]= 726.39138 P[GPa]= 141.02810 0.06090 T[K]=   4000 F_cmc-F0[Ha/cell]= 12.01273 F0_with_corr[Ha/cell]= -13.23748 F[Ha/cell]= -1.22475 0.10000 G[Ha/cell]= 22.27240 0.10000
